id,chapter,section,subsection,page,text,text_clean,word_count
p0609,Part 10: Majors and Courses,Course Descriptions,BIOL 201 Cell and Molecular Biology (4 credits),222,"Introduces major concepts in eukaryotic cell biology with a focus on molecular biology. A major emphasis is placed on transcription, translation, protein targeting and transport. In addition, the structure and function of organelles and how they function in metabolism and energetics will be examined. The role of the cytoskeleton and extra cellular matrix in governing cell shape and motility will be addressed as well as the genetic regulation of DNA replication and its place in the cell cycle and how disruption of either can lead to cancer. The laboratory portion of the class would introduce common laboratory molecular biology techniques like DNA isolation, PCR, cloning, sequencing, immunocytochemistry and fluorescent microscopy.","Introduces major concepts in eukaryotic cell biology with a focus on molecular biology. A major emphasis is placed on transcription, translation, protein targeting and transport. In addition, the structure and function of organelles and how they function in metabolism and energetics will be examined. The role of the cytoskeleton and extra cellular matrix in governing cell shape and motility will be addressed as well as the genetic regulation of DNA replication and its place in the cell cycle and how disruption of either can lead to cancer. The laboratory portion of the class would introduce common laboratory molecular biology techniques like DNA isolation, PCR, cloning, sequencing, immunocytochemistry and fluorescent microscopy.",110
p0610,Part 10: Majors and Courses,Course Descriptions,BIOL 202 Genetics and Evolution (4 credits),222,"Examines the structure and function of genomics and the flow of genomic information from parent to progeny and through populations. Changes in genetic makeup underlie important biological processes from disease to adaptation and evolution. Topics include classical transmission genetics (inheritance, assortment, and recombination), bacterial and phage genetics, gene regulation, genome structure and stability, mutation and repair, population genomics, complex trait inheritance evaluation and modern genomic techniques. The laboratory portion examines genetic inheritance in common laboratory model systems like yeast and Drosophila with projects that show what can be learned about gene function by the examination of mutants. Mutants will be created by random mutagenesis as well as targeted recombination and CRISPR.","Examines the structure and function of genomics and the flow of genomic information from parent to progeny and through populations. Changes in genetic makeup underlie important biological processes from disease to adaptation and evolution. Topics include classical transmission genetics (inheritance, assortment, and recombination), bacterial and phage genetics, gene regulation, genome structure and stability, mutation and repair, population genomics, complex trait inheritance evaluation and modern genomic techniques. The laboratory portion examines genetic inheritance in common laboratory model systems like yeast and Drosophila with projects that show what can be learned about gene function by the examination of mutants. Mutants will be created by random mutagenesis as well as targeted recombination and CRISPR.",111
p0611,Part 10: Majors and Courses,Course Descriptions,"BIOL 203 Molecular, Behavioral and Social Evolution: Darwin’s Theories Between Science and Culture (4 credits)",223,"BIOL 203 examines Darwin’s theories of natural selection and evolution through multiple lenses in scientific and humanistic disciplines. This course covers the key concepts of biological evolution, examines how simple behaviors evolve in animals and humans, and explores current ideas about the evolution of complex social behaviors and societies. The course will also introduce students to the thinkers that influenced Darwin, such as economist Thomas Malthus and geologist Charles Lyell, as well as to Darwin’s influence on later thinkers from political theorist Karl Marx to historian Yuval Noah Harari. Discussion of these topics will be grounded in scientific case studies while also considering the impact of these theories on representations of gender, race and nature in popular culture, film and media.","BIOL 203 examines Darwin’s theories of natural selection and evolution through multiple lenses in scientific and humanistic disciplines. This course covers the key concepts of biological evolution, examines how simple behaviors evolve in animals and humans, and explores current ideas about the evolution of complex social behaviors and societies. The course will also introduce students to the thinkers that influenced Darwin, such as economist Thomas Malthus and geologist Charles Lyell, as well as to Darwin’s influence on later thinkers from political theorist Karl Marx to historian Yuval Noah Harari. Discussion of these topics will be grounded in scientific case studies while also considering the impact of these theories on representations of gender, race and nature in popular culture, film and media.",121
p0612,Part 10: Majors and Courses,Course Descriptions,BIOL 208 General Ecology (4 credits),223,"Humans are the dominant species on Earth and ecology is key to understanding the multiple feedbacks through which their activities affect human health. Fundamental principles of ecology, from population to ecosystem levels, will be examined through the lens of human health. Topics include human population growth and carrying capacity, why we age, infectious disease dynamics, the microbiome and human health, sustainable agriculture and food security, sustainable harvest of wild foods, dynamics of pollutants in food webs, ecosystem services to humans, and human impacts of climate change.","Humans are the dominant species on Earth and ecology is key to understanding the multiple feedbacks through which their activities affect human health. Fundamental principles of ecology, from population to ecosystem levels, will be examined through the lens of human health. Topics include human population growth and carrying capacity, why we age, infectious disease dynamics, the microbiome and human health, sustainable agriculture and food security, sustainable harvest of wild foods, dynamics of pollutants in food webs, ecosystem services to humans, and human impacts of climate change.",86
p0613,Part 10: Majors and Courses,Course Descriptions,BIOL 212 Microbiology (4 credits),223,"This course examines a number of different types of microbes including bacteria, archaea, fungi and viruses. Classical and modern approaches to the study of microorganisms and their roles/applications in everyday life, food, medicine, research and the environment. Topics covered include microbial cell structure/function, growth, genetics, energetics/metabolism, evolution and ecology. Virology topics include structure, life cycle, modes of transmission and host ranges. Additional examination of the role of microorganisms in disease, infection and immunology. The laboratory portion would stress aseptic technique and microbial culture; molecular, cytochemical, and physiological tests for microbial identification; and fermentation and its products for food and industrial production.","This course examines a number of different types of microbes including bacteria, archaea, fungi and viruses. Classical and modern approaches to the study of microorganisms and their roles/applications in everyday life, food, medicine, research and the environment. Topics covered include microbial cell structure/function, growth, genetics, energetics/metabolism, evolution and ecology. Virology topics include structure, life cycle, modes of transmission and host ranges. Additional examination of the role of microorganisms in disease, infection and immunology. The laboratory portion would stress aseptic technique and microbial culture; molecular, cytochemical, and physiological tests for microbial identification; and fermentation and its products for food and industrial production.",101
p0614,Part 10: Majors and Courses,Course Descriptions,BIOL 304 Molecular Genetic Analysis (4 credits),223,A range of genetic traits can be mapped and investigated using molecular approaches. Here we will utilize several model systems to examine different molecular methods to identify genetic traits,A range of genetic traits can be mapped and investigated using molecular approaches. Here we will utilize several model systems to examine different molecular methods to identify genetic traits,29
p0615,Part 10: Majors and Courses,Course Descriptions,BIOL 304 Molecular Genetic Analysis (4 credits),224,ranging from single gene complementation/rescue in yeast to recombination and SNP mapping in Drosophila to whole genome association studies in human populations.,ranging from single gene complementation/rescue in yeast to recombination and SNP mapping in Drosophila to whole genome association studies in human populations.,22
p0616,Part 10: Majors and Courses,Course Descriptions,BIOL 305 Introduction to Biochemistry (4 credits),224,"Provides an introduction to the chemistry of biological macromolecules from the single molecule to cellular metabolism to the whole organism level. Protein biochemistry topics include protein synthesis, folding and structure, enzyme catalysis and kinetics, and analysis methods. Cellular metabolism topics include glycolysis, gluconeogenesis, the Krebs cycle, oxidative phosphorylation, and fatty acid and amino acid metabolism. Whole organism biochemistry/physiology topics include glycogen storage, insulin signaling and diabetes.","Provides an introduction to the chemistry of biological macromolecules from the single molecule to cellular metabolism to the whole organism level. Protein biochemistry topics include protein synthesis, folding and structure, enzyme catalysis and kinetics, and analysis methods. Cellular metabolism topics include glycolysis, gluconeogenesis, the Krebs cycle, oxidative phosphorylation, and fatty acid and amino acid metabolism. Whole organism biochemistry/physiology topics include glycogen storage, insulin signaling and diabetes.",66
p0617,Part 10: Majors and Courses,Course Descriptions,BIOL 306 Cell Signaling and Diseases (4 credits),224,"During the past several decades, exploration in basic research has yielded extensive knowledge about the numerous and intricate signaling processes involved in the development and maintenance of a functional organism. In order to demonstrate the importance and processes of cellular communication, this course will focus on cell signaling mechanisms and diseases resulting from their malfunction, such as cancer, stroke, and neuron degeneration (including Parkinson's disease, Alzheimer's disease, Huntington's disease, and Amyotrophic lateral sclerosis). Students will be exposed to current literature and cutting edge knowledge.","During the past several decades, exploration in basic research has yielded extensive knowledge about the numerous and intricate signaling processes involved in the development and maintenance of a functional organism. In order to demonstrate the importance and processes of cellular communication, this course will focus on cell signaling mechanisms and diseases resulting from their malfunction, such as cancer, stroke, and neuron degeneration (including Parkinson's disease, Alzheimer's disease, Huntington's disease, and Amyotrophic lateral sclerosis). Students will be exposed to current literature and cutting edge knowledge.",84
p0618,Part 10: Majors and Courses,Course Descriptions,BIOL 307 Cancer Genetics (4 credits),224,"Overview of the genetic changes associated with cancer and the molecular events that transform normal cellular processes into tumor-promoting conditions. Topics include: tumor viruses, oncogenes, growth factors, signal transduction pathways, tumor suppressors, cell cycle control, apoptosis, genome instability, stem cells, metastasis, and current therapeutic approaches.","Overview of the genetic changes associated with cancer and the molecular events that transform normal cellular processes into tumor-promoting conditions. Topics include: tumor viruses, oncogenes, growth factors, signal transduction pathways, tumor suppressors, cell cycle control, apoptosis, genome instability, stem cells, metastasis, and current therapeutic approaches.",45
p0619,Part 10: Majors and Courses,Course Descriptions,BIOL 308 Evolution of Infectious Diseases (4 credits),224,"Covers the physiology and the ecological and evolutionary dynamics of a suite of infectious diseases. Case studies include influenza, cholera, HIV, and myxomatosis, among others, with an emphasis on pathogens infecting humans. Topics include: basic immunology, the physiology of different disease processes and transmission, the role of population size on disease transmission, the effects of climate and behavioral changes on disease dynamics, networks of disease spread, spatial spread of disease, evolution of virulence, antigenic evolution, emerging infectious diseases.","Covers the physiology and the ecological and evolutionary dynamics of a suite of infectious diseases. Case studies include influenza, cholera, HIV, and myxomatosis, among others, with an emphasis on pathogens infecting humans. Topics include: basic immunology, the physiology of different disease processes and transmission, the role of population size on disease transmission, the effects of climate and behavioral changes on disease dynamics, networks of disease spread, spatial spread of disease, evolution of virulence, antigenic evolution, emerging infectious diseases.",78
p0620,Part 10: Majors and Courses,Course Descriptions,BIOL 309 Comparative Vertebrate Anatomy (4 credits),225,"The structure, function and evolution of the vertebrate body systems including skeletal, digestive, circulatory, respiratory and nervous systems. Emphasis on understanding the functional, evolutionary and developmental basis for the similarities and difference observed among living vertebrates. In addition, examination of the physiological principles that function within these systems using examples like neural control, gas exchange, movement, excretion and metabolism. The laboratory portion will examine the various systems (muscular, skeletal, nervous, etc.) of human and non-human anatomical specimens. It will also include experiments examining the physiological aspects of the nervous, and respiratory systems.","The structure, function and evolution of the vertebrate body systems including skeletal, digestive, circulatory, respiratory and nervous systems. Emphasis on understanding the functional, evolutionary and developmental basis for the similarities and difference observed among living vertebrates. In addition, examination of the physiological principles that function within these systems using examples like neural control, gas exchange, movement, excretion and metabolism. The laboratory portion will examine the various systems (muscular, skeletal, nervous, etc.) of human and non-human anatomical specimens. It will also include experiments examining the physiological aspects of the nervous, and respiratory systems.",92
p0621,Part 10: Majors and Courses,Course Descriptions,"BIOL 310 Developmental Biology: Development, Stem Cells, and Regeneration (4 credits)",225,"Mechanisms of fertilization, control of cell divisions, diversification of cell types, organization and differentiation of cells and tissues of the organism, and patterning necessary to establish the body plan of many organisms including vertebrates, invertebrates and plants. Included among these mechanisms are the roles of transcription factors in controlling the trajectories toward tissues, signal transduction, morphogenetic movements, and other mechanisms used by different plants and animals to build a functional adult. Also includes stem cell biology, regeneration of tissues, sex determination, and evolutionary mechanisms of diversification.","Mechanisms of fertilization, control of cell divisions, diversification of cell types, organization and differentiation of cells and tissues of the organism, and patterning necessary to establish the body plan of many organisms including vertebrates, invertebrates and plants. Included among these mechanisms are the roles of transcription factors in controlling the trajectories toward tissues, signal transduction, morphogenetic movements, and other mechanisms used by different plants and animals to build a functional adult. Also includes stem cell biology, regeneration of tissues, sex determination, and evolutionary mechanisms of diversification.",86
p0622,Part 10: Majors and Courses,Course Descriptions,BIOL 311 Biogeochemistry (4 credits),225,"Biogeochemistry is the study of how chemical elements flow through living systems and their physical environments. This course will investigate the factors that influence the cycling of those elements that are essential to life as well as the liberation, transport and exposure pathways of toxic trace elements. Concepts of nutrient limitation, element stoichiometry, primary productivity and carbon sequestration will be covered in depth, and will be applied to the study of human impacts on the global biogeochemical cycles of water, carbon, nutrients and trace metals.","Biogeochemistry is the study of how chemical elements flow through living systems and their physical environments. This course will investigate the factors that influence the cycling of those elements that are essential to life as well as the liberation, transport and exposure pathways of toxic trace elements. Concepts of nutrient limitation, element stoichiometry, primary productivity and carbon sequestration will be covered in depth, and will be applied to the study of human impacts on the global biogeochemical cycles of water, carbon, nutrients and trace metals.",85
p0623,Part 10: Majors and Courses,Course Descriptions,BIOL 312 Ecophysiology (4 credits),225,"This course examines how plants sense and react to environmental change in both an organismal and evolutionary context and how those reactions are scaled to the specific change. The environmental changes examined include light, temperature, water, CO2, and nutrient availability. To examine these changes at the molecular level, a detailed review of plant development, growth, and physiology is also covered.","This course examines how plants sense and react to environmental change in both an organismal and evolutionary context and how those reactions are scaled to the specific change. The environmental changes examined include light, temperature, water, CO2, and nutrient availability. To examine these changes at the molecular level, a detailed review of plant development, growth, and physiology is also covered.",60
p0624,Part 10: Majors and Courses,Course Descriptions,BIOL 313 Ecosystem Service (4 credits),226,"Ecosystem services are the benefits that people obtain from ecosystems and utilizes a system level approach to examine the interactions between four services. The course will include discussion of nutrient recycling as a supporting service, food production as a provisioning service, carbon sequestration as a regulating service and education as a cultural service as well as how they fit together in a sustainable system. Students will learn through case studies of the application of conservation, restoration and market valuation approaches to protecting critical ecosystem processes.","Ecosystem services are the benefits that people obtain from ecosystems and utilizes a system level approach to examine the interactions between four services. The course will include discussion of nutrient recycling as a supporting service, food production as a provisioning service, carbon sequestration as a regulating service and education as a cultural service as well as how they fit together in a sustainable system. Students will learn through case studies of the application of conservation, restoration and market valuation approaches to protecting critical ecosystem processes.",85
p0625,Part 10: Majors and Courses,Course Descriptions,BIOL 314 Computational Biology and Bioinformatics (4 credits),226,"This course focuses on the analysis of genomic and genome-related biological data sets using computational methods. The course will cover not only the identification, retrieval and exploration of specific values from a large, genomic data set, but will also include the genome-scale comparison of data sets. Topics discussed will include genome sequence assembly, alignments, RNAseq analysis, motif finding, and gene classifications.","This course focuses on the analysis of genomic and genome-related biological data sets using computational methods. The course will cover not only the identification, retrieval and exploration of specific values from a large, genomic data set, but will also include the genome-scale comparison of data sets. Topics discussed will include genome sequence assembly, alignments, RNAseq analysis, motif finding, and gene classifications.",61
p0626,Part 10: Majors and Courses,Course Descriptions,BIOL 315 Experimental Molecular Biology (4 credits),226,"Progress in laboratory molecular biology and biotechnology have yielded phenomenal advancements in research, medicine, and diagnostics. In this hands-on laboratory course, students will perform many of the most common experimental methods in molecular biology: PCR, protein purification, site-directed mutagenesis, CRISPR and gene synthesis in one continuous project involving regulated protein localization.","Progress in laboratory molecular biology and biotechnology have yielded phenomenal advancements in research, medicine, and diagnostics. In this hands-on laboratory course, students will perform many of the most common experimental methods in molecular biology: PCR, protein purification, site-directed mutagenesis, CRISPR and gene synthesis in one continuous project involving regulated protein localization.",51
p0627,Part 10: Majors and Courses,Course Descriptions,BIOL 316 Quantitative Physiology (4 credits),226,"This course is a mathematical examination of processes in human physiological systems including pressure and electrical forces, concentration, kinetics and diffusion and mechanical forces. Examples of each will be discussed in the nervous, cardiovascular, renal, gastrointestinal, respiratory, and endocrine systems. The laboratory portion will complement the lecture topics and use detailed statistical analysis of data.","This course is a mathematical examination of processes in human physiological systems including pressure and electrical forces, concentration, kinetics and diffusion and mechanical forces. Examples of each will be discussed in the nervous, cardiovascular, renal, gastrointestinal, respiratory, and endocrine systems. The laboratory portion will complement the lecture topics and use detailed statistical analysis of data.",55
p0628,Part 10: Majors and Courses,Course Descriptions,BIOL 316 Quantitative Physiology (4 credits),226,Prerequisite(s): MATH 101 or MATH 105; BIOL 110; MATH 205 or STATS 101,Prerequisite(s): MATH 101 or MATH 105; BIOL 110; MATH 205 or STATS 101,13
p0629,Part 10: Majors and Courses,Course Descriptions,BIOL 317 Systems Biology (4 credits),226,Introduction to concepts and applications of Systems Biology. Identification of molecular interactions that underlie cellular function using data acquired through high-throughput,Introduction to concepts and applications of Systems Biology. Identification of molecular interactions that underlie cellular function using data acquired through high-throughput,21
p0630,Part 10: Majors and Courses,Course Descriptions,BIOL 317 Systems Biology (4 credits),227,"approaches. A focus on transcription networks, and the types of network motifs they contain, including feed-forward loops, autoregulation, and the single-input module will be discussed. Examples of networks in development will be covered.","approaches. A focus on transcription networks, and the types of network motifs they contain, including feed-forward loops, autoregulation, and the single-input module will be discussed. Examples of networks in development will be covered.",33
p0631,Part 10: Majors and Courses,Course Descriptions,BIOL 318 Food Web Ecology (4 credits),227,"This course examines the movement of food energy through a community and ecosystem. After examining species diversity and abundance in ecosystems, the course will look at the species interactions within that ecosystem, including the role of keystone species. The roles of primary and secondary producers in a community and the role of decomposers will be examined to bring the cycle to a close.","This course examines the movement of food energy through a community and ecosystem. After examining species diversity and abundance in ecosystems, the course will look at the species interactions within that ecosystem, including the role of keystone species. The roles of primary and secondary producers in a community and the role of decomposers will be examined to bring the cycle to a close.",63
p0632,Part 10: Majors and Courses,Course Descriptions,BIOL 319 Global Change Biology (4 credits),227,"The rapid change in Earth’s climate has distinct biological causes and effects and in this course, both will be addressed. Beginning with a review of the Earth’s climate system and how it has evolved over time to its current state, students will then examine the human-driven causes of its rapid CO2 and temperature changes. These changes have consequences and detailed examinations of examples such as species range shifts, extinctions, and changes in biological event timing will be discussed.","The rapid change in Earth’s climate has distinct biological causes and effects and in this course, both will be addressed. Beginning with a review of the Earth’s climate system and how it has evolved over time to its current state, students will then examine the human-driven causes of its rapid CO2 and temperature changes. These changes have consequences and detailed examinations of examples such as species range shifts, extinctions, and changes in biological event timing will be discussed.",78
p0633,Part 10: Majors and Courses,Course Descriptions,BIOL 320 Bioethics (4 credits),227,"This course examines the study of ethical issues emerging from technological advancements in biomedical research using a combination of disciplines including biology, philosophy, and law. Topics discussed may include disease diagnostics quandaries (pre-natal as well as elderly); genetic modification of animals and plants for agriculture, and of humans for disease relief; and animal rights with regard to research, farm, and home. The legal aspects of genomics, cloning and diagnostics will also be discussed.","This course examines the study of ethical issues emerging from technological advancements in biomedical research using a combination of disciplines including biology, philosophy, and law. Topics discussed may include disease diagnostics quandaries (pre-natal as well as elderly); genetic modification of animals and plants for agriculture, and of humans for disease relief; and animal rights with regard to research, farm, and home. The legal aspects of genomics, cloning and diagnostics will also be discussed.",73
p0634,Part 10: Majors and Courses,Course Descriptions,BIOL 401 Advanced Biochemistry: Cell Metabolism (4 credits),227,"Builds on and extends the core metabolism concepts introduced in BIOL305: Introduction to Biochemistry. Detailed examination of additional cellular anabolic and catabolic pathways including nucleotides, lipids, cholesterol, and others. This course had an increased focus on the metabolic similarities and differences between humans, bacteria, and plants.","Builds on and extends the core metabolism concepts introduced in BIOL305: Introduction to Biochemistry. Detailed examination of additional cellular anabolic and catabolic pathways including nucleotides, lipids, cholesterol, and others. This course had an increased focus on the metabolic similarities and differences between humans, bacteria, and plants.",46
p0635,Part 10: Majors and Courses,Course Descriptions,BIOL 403 Experimental Methods in Functional Genomics (4 credits),228,"Functional genomics aims to identify a function for every gene in a genome. Using model systems like yeast, fruit flies and human cell lines, scientists can work toward this goal using a variety of methods. Approaches discussed will include a genetic approach by systematically reducing gene function by mutation or RNAi and examining a phenotype. Cellular location approaches using GFP fusions, yeast two-hybrid, and proteomics approaches will also be reviewed.","Functional genomics aims to identify a function for every gene in a genome. Using model systems like yeast, fruit flies and human cell lines, scientists can work toward this goal using a variety of methods. Approaches discussed will include a genetic approach by systematically reducing gene function by mutation or RNAi and examining a phenotype. Cellular location approaches using GFP fusions, yeast two-hybrid, and proteomics approaches will also be reviewed.",70
p0636,Part 10: Majors and Courses,Course Descriptions,BIOL 404 Genomics of Adaptation (4 credits),228,"Contemporary studies of how populations and species evolved adaptations to their ecological habitats. Focus on modern methods of genome mapping and sequence data and analysis in wild populations that can identify genetic changes that contributed to ecological adaptations. Emphasis on case studies of genomics of adaptation in plant and animal systems, including humans and our adaptations to environments that our ancestors encountered as they colonized diverse habitats throughout the world. Examples will also illustrate how speciation and hybridization can contribute to adaptive biodiversity.","Contemporary studies of how populations and species evolved adaptations to their ecological habitats. Focus on modern methods of genome mapping and sequence data and analysis in wild populations that can identify genetic changes that contributed to ecological adaptations. Emphasis on case studies of genomics of adaptation in plant and animal systems, including humans and our adaptations to environments that our ancestors encountered as they colonized diverse habitats throughout the world. Examples will also illustrate how speciation and hybridization can contribute to adaptive biodiversity.",83
p0637,Part 10: Majors and Courses,Course Descriptions,BIOL 405 Microbial Ecology (4 credits),228,"Microorganisms represent the greatest diversity of life on Earth and couple the geochemical world to the living one across many ecosystems. This course will examine the role of microorganisms in biogeochemical cycles in terrestrial and aquatic ecosystems. Other topics discussed will include the symbiosis of microbes with plants, animals and other microbes to form communities. Finally, the role of microorganisms in converting or decomposing biological or geochemical materials will be addressed.","Microorganisms represent the greatest diversity of life on Earth and couple the geochemical world to the living one across many ecosystems. This course will examine the role of microorganisms in biogeochemical cycles in terrestrial and aquatic ecosystems. Other topics discussed will include the symbiosis of microbes with plants, animals and other microbes to form communities. Finally, the role of microorganisms in converting or decomposing biological or geochemical materials will be addressed.",71
p0638,Part 10: Majors and Courses,Course Descriptions,BIOL 406 Population Ecology (4 credits),228,"This course examines a species population and its interactions within their ecosystem. Topics covered include demography and dynamics of structured populations, population regulation, population dynamics, metapopulations, and life history strategies. Interspecific interaction topics covered include competition, mutualism, host-parasite and predator/prey interactions.","This course examines a species population and its interactions within their ecosystem. Topics covered include demography and dynamics of structured populations, population regulation, population dynamics, metapopulations, and life history strategies. Interspecific interaction topics covered include competition, mutualism, host-parasite and predator/prey interactions.",41
p0639,Part 10: Majors and Courses,Course Descriptions,BIOL 407 Population Genomics and Molecular Evolution (4 credits),229,"This course examines the genetic mechanisms of evolutionary change at the DNA sequence level in populations. Topics covered will include models of nucleotide and amino acid substitution, linkage disequilibrium and joint evolution of multiple loci. Evolutionary topics include neutrality, adaptive selection and hitchhiking. Case histories of molecular evolution as well as hypothesis testing and estimation of evolutionary parameters will be discussed.","This course examines the genetic mechanisms of evolutionary change at the DNA sequence level in populations. Topics covered will include models of nucleotide and amino acid substitution, linkage disequilibrium and joint evolution of multiple loci. Evolutionary topics include neutrality, adaptive selection and hitchhiking. Case histories of molecular evolution as well as hypothesis testing and estimation of evolutionary parameters will be discussed.",61
p0640,Part 10: Majors and Courses,Course Descriptions,CHEM 20 General Chemistry (4 credits),231,Credit for Advanced Placement on the basis of the College Board Examination in Chemistry.,Credit for Advanced Placement on the basis of the College Board Examination in Chemistry.,14
p0641,Part 10: Majors and Courses,Course Descriptions,CHEM 105: Chemistry in Context (4 credits),231,"This course is a chemistry course aimed at students of non-science majors. Through the lenses of topical issues, this course allows students majoring in a non-science field to experience the process of science, investigating how science works, its potential and limitations, and how science and society influence/impact each other. Topics are variable but will seek to engage students in concepts that illuminate their everyday lives. Inquiry-based laboratory exercises will support the theoretical framework of the course.","This course is a chemistry course aimed at students of non-science majors. Through the lenses of topical issues, this course allows students majoring in a non-science field to experience the process of science, investigating how science works, its potential and limitations, and how science and society influence/impact each other. Topics are variable but will seek to engage students in concepts that illuminate their everyday lives. Inquiry-based laboratory exercises will support the theoretical framework of the course.",76
p0642,Part 10: Majors and Courses,Course Descriptions,CHEM 105: Chemistry in Context (4 credits),231,Prerequisite: None. Not open to students who have credits for INTGSCI 101 or CHEM 110.,Prerequisite: None. Not open to students who have credits for INTGSCI 101 or CHEM 110.,15
p0643,Part 10: Majors and Courses,Course Descriptions,CHEM 110 Integrated Science – Chemistry (4 credits),231,"With an integrated approach, this course examines basic concepts and fundamental principles in chemistry based on the laws of physics. The course starts with an introduction to the static structures of atoms, molecules and matter including life itself, followed by an exploration of the dynamical and collective processes during chemical reactions. It explains how atoms, the basic building blocks of matter, interact with each other and construct the world around us, how subatomic electrons modulate the chemical properties of elements, and how the rearrangement of atoms during chemical reactions gives rise to astonishing phenomena in nature.","With an integrated approach, this course examines basic concepts and fundamental principles in chemistry based on the laws of physics. The course starts with an introduction to the static structures of atoms, molecules and matter including life itself, followed by an exploration of the dynamical and collective processes during chemical reactions. It explains how atoms, the basic building blocks of matter, interact with each other and construct the world around us, how subatomic electrons modulate the chemical properties of elements, and how the rearrangement of atoms during chemical reactions gives rise to astonishing phenomena in nature.",96
p0644,Part 10: Majors and Courses,Course Descriptions,CHEM 110 Integrated Science – Chemistry (4 credits),231,"Centered on topics in chemistry, this course not only prepares students for upper-level disciplinary courses, but also helps students develop an interdisciplinary molecular perspective, which allows them to tackle problems in various fields such as condensed matter physics, molecular biology, medicine, materials science and environmental science. While no previous knowledge is required, some background is advantageous. Not open to students who have credits for both INTGSCI 101 and 102 or CHEM 120","Centered on topics in chemistry, this course not only prepares students for upper-level disciplinary courses, but also helps students develop an interdisciplinary molecular perspective, which allows them to tackle problems in various fields such as condensed matter physics, molecular biology, medicine, materials science and environmental science. While no previous knowledge is required, some background is advantageous. Not open to students who have credits for both INTGSCI 101 and 102 or CHEM 120",72
p0645,Part 10: Majors and Courses,Course Descriptions,CHEM 120 Core Concepts in Chemistry: An Environmental Perspective (4 credits),231,"Current challenges and opportunities in environmental science require a foundational knowledge of core concepts in chemistry. In this course, students will learn core chemical concepts including properties of gases and solutions, thermodynamics, kinetics, equilibrium, electrochemistry and nuclear chemistry as they apply to the understanding of ozone depletion, photochemical smog, climate change, acid deposition, dissolved oxygen, pH, alkalinity and alternative energy sources.","Current challenges and opportunities in environmental science require a foundational knowledge of core concepts in chemistry. In this course, students will learn core chemical concepts including properties of gases and solutions, thermodynamics, kinetics, equilibrium, electrochemistry and nuclear chemistry as they apply to the understanding of ozone depletion, photochemical smog, climate change, acid deposition, dissolved oxygen, pH, alkalinity and alternative energy sources.",61
p0646,Part 10: Majors and Courses,Course Descriptions,CHEM 130 Science of Cooking (4 credits),232,"Course material includes an introduction to the structure of molecules as well as their interand intramolecular interactions, with an emphasis on those species of importance to food and cooking. Additional science topics include cell structure of plants and meats and methods of heat transfer. Chemical reactivity as it relates to cooking, fermentation, food preservation and spoilage will also be discussed.","Course material includes an introduction to the structure of molecules as well as their interand intramolecular interactions, with an emphasis on those species of importance to food and cooking. Additional science topics include cell structure of plants and meats and methods of heat transfer. Chemical reactivity as it relates to cooking, fermentation, food preservation and spoilage will also be discussed.",60
p0647,Part 10: Majors and Courses,Course Descriptions,CHEM 150 General Chemistry II (4 credits),232,"This course is the continuation of the Integrated Science - Chemistry continuum, including intermolecular forces, states of matter, aqueous ionic equilibrium and solubility equilibrium, dynamics (kinetics and thermodynamics), electrochemistry, and nuclear chemistry. Lab experiments verifying related theories and utilizing data analysis are also part of the course.","This course is the continuation of the Integrated Science - Chemistry continuum, including intermolecular forces, states of matter, aqueous ionic equilibrium and solubility equilibrium, dynamics (kinetics and thermodynamics), electrochemistry, and nuclear chemistry. Lab experiments verifying related theories and utilizing data analysis are also part of the course.",47
p0648,Part 10: Majors and Courses,Course Descriptions,CHEM 201 Organic Chemistry I (4 credits),232,"In this course students will learn to recognize organic chemical structures and reactions that are akin to those found in living cells, as well as learn the molecular underpinnings for the many consumer goods and products we encounter and use in daily life. In addition to covering the scientific principles and applications of organic chemistry, this course will also explore how a variety of organic molecules have had an impact on history, society, and global economics. Organic Chemistry I is both an introductory and survey course for learning the foundations of organic chemistry, and is sufficient to support further studies and coursework in the areas of biology, environmental sciences, and global health. Laboratory: techniques of separation, organic reactions and preparations, and systematic identification of compounds by their spectral and chemical properties.","In this course students will learn to recognize organic chemical structures and reactions that are akin to those found in living cells, as well as learn the molecular underpinnings for the many consumer goods and products we encounter and use in daily life. In addition to covering the scientific principles and applications of organic chemistry, this course will also explore how a variety of organic molecules have had an impact on history, society, and global economics. Organic Chemistry I is both an introductory and survey course for learning the foundations of organic chemistry, and is sufficient to support further studies and coursework in the areas of biology, environmental sciences, and global health. Laboratory: techniques of separation, organic reactions and preparations, and systematic identification of compounds by their spectral and chemical properties.",131
p0649,Part 10: Majors and Courses,Course Descriptions,CHEM 301 Elements of Physical Chemistry (4 credits),233,"The course introduces students to core concepts in physical chemistry including quantum chemistry, molecular structure, molecular spectroscopy, thermodynamics, and kinetics. The course also includes laboratory experiments illustrative of these topics, as well as instruction and practice in writing the laboratory notebook and formal laboratory reports.","The course introduces students to core concepts in physical chemistry including quantum chemistry, molecular structure, molecular spectroscopy, thermodynamics, and kinetics. The course also includes laboratory experiments illustrative of these topics, as well as instruction and practice in writing the laboratory notebook and formal laboratory reports.",45
