id,chapter,section,subsection,page,text,text_clean,word_count,x,y,cluster,neighbors,display_section
p0687,Part 10: Majors and Courses,Course Descriptions,COMPDSGN 490 Senior Seminar (4 credits),245,This seminar is a core component of the interdisciplinary major in Computation and Design. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all seniors in the major. Other students may enroll with the permission of the instructor.,This seminar is a core component of the interdisciplinary major in Computation and Design. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all seniors in the major. Other students may enroll with the permission of the instructor.,116,2.4101272,3.298355,1,p1294|p1293|p0928|p0743|p0742,Course Descriptions
p0688,Part 10: Majors and Courses,Course Descriptions,COMPSCI 20 Computer Science Principles (4 credits),245,Credit for Advanced Placement on the basis of the College Board Examination in Computer Science Principles.,Credit for Advanced Placement on the basis of the College Board Examination in Computer Science Principles.,16,7.181483,8.275939,3,p1268|p1081|p0772|p0771|p0937,Course Descriptions
p0689,Part 10: Majors and Courses,Course Descriptions,COMPSCI 101 Introduction to Computer Science (4 credits),245,"As an introductory course for computer science, this course will bring you not only the fundamental knowledge on a variety of CS topics, but also the essential computational problem-solving skills with hands on programming experience. Successfully completing this course will serve a solid foundation for other courses in the computer science or data science major. It can also bring new concepts and tools to other domains in social science, arts humanities and natural science. This course is an elective course open to everyone, and no specific prerequisite required.","As an introductory course for computer science, this course will bring you not only the fundamental knowledge on a variety of CS topics, but also the essential computational problem-solving skills with hands on programming experience. Successfully completing this course will serve a solid foundation for other courses in the computer science or data science major. It can also bring new concepts and tools to other domains in social science, arts humanities and natural science. This course is an elective course open to everyone, and no specific prerequisite required.",88,2.340525,4.317341,1,p1270|p0475|p0459|p0476|p0474,Course Descriptions
p0690,Part 10: Majors and Courses,Course Descriptions,COMPSCI 101 Introduction to Computer Science (4 credits),245,Prerequisite(s): None. Not open to students who have credit for STATS 102.,Prerequisite(s): None. Not open to students who have credit for STATS 102.,12,3.9032946,5.6559014,3,p1271|p0995|p0752|p0997|p1274,Course Descriptions
p0691,Part 10: Majors and Courses,Course Descriptions,COMPSCI 201 Introduction to Programming and Data Structures (4 credits),245,"This course covers data and representations, functions, conditions, loops, strings, lists, sets, maps, hash tables, trees, stacks, graphs, object-oriented programming, programming interface and software engineering. While no previous knowledge is required, some background is advantageous.","This course covers data and representations, functions, conditions, loops, strings, lists, sets, maps, hash tables, trees, stacks, graphs, object-oriented programming, programming interface and software engineering. While no previous knowledge is required, some background is advantageous.",35,2.0892837,4.6468234,1,p0698|p0692|p0694|p0700|p0703,Course Descriptions
p0692,Part 10: Majors and Courses,Course Descriptions,COMPSCI 203 Discrete Math for Computer Science (4 credits),246,"This course focuses on the following: mathematical notations, logic, and proof; linear and matrix algebra; graphs, digraphs, trees, representations, and algorithms; counting, permutations, combinations, discrete probability, Markov models; advanced topics from algebraic structures, geometric structures, combinatorial optimization, and number theory.","This course focuses on the following: mathematical notations, logic, and proof; linear and matrix algebra; graphs, digraphs, trees, representations, and algorithms; counting, permutations, combinations, discrete probability, Markov models; advanced topics from algebraic structures, geometric structures, combinatorial optimization, and number theory.",40,1.8539966,4.8647914,1,p0703|p0691|p0698|p1285|p0994,Course Descriptions
p0693,Part 10: Majors and Courses,Course Descriptions,COMPSCI 204 Introduction to Artificial Intelligence,246,"This course covers the algorithms and representations used in artificial intelligence. It provides an introduction to and implementation of algorithms for search, planning, decision, theory, logic, Bayesian networks, robotics and machine learning.","This course covers the algorithms and representations used in artificial intelligence. It provides an introduction to and implementation of algorithms for search, planning, decision, theory, logic, Bayesian networks, robotics and machine learning.",32,1.8152529,4.7421074,1,p0708|p0703|p1285|p1279|p0700,Course Descriptions
p0694,Part 10: Majors and Courses,Course Descriptions,COMPSCI 205 Computer Organization and Programming (4 credits),246,"This course focuses on the following: computer structure, assembly language, instruction execution, addressing techniques, and digital representation of data. Computer system organization, logic design, microprogramming, cache and memory systems, and input/output interfaces are also central.","This course focuses on the following: computer structure, assembly language, instruction execution, addressing techniques, and digital representation of data. Computer system organization, logic design, microprogramming, cache and memory systems, and input/output interfaces are also central.",35,2.2619624,4.5151386,1,p0691|p0475|p0697|p0689|p0698,Course Descriptions
p0695,Part 10: Majors and Courses,Course Descriptions,COMPSCI 206 Computational Microeconomics (4 credits),246,"Use of computational techniques to operationalize basic concepts from economics. Expressive marketplaces: combinatorial auctions and exchanges, winner determination problem. Game theory: normal and extensive-form games, equilibrium notions, computing equilibria. Mechanism design: auction theory, automated mechanism design.","Use of computational techniques to operationalize basic concepts from economics. Expressive marketplaces: combinatorial auctions and exchanges, winner determination problem. Game theory: normal and extensive-form games, equilibrium notions, computing equilibria. Mechanism design: auction theory, automated mechanism design.",36,0.6404193,2.766107,1,p0748|p0457|p1249|p0597|p0751,Course Descriptions
p0696,Part 10: Majors and Courses,Course Descriptions,COMPSCI 207 Image Data Science (4 credits),246,"This course introduces the logical structure of digital media and explores computational media manipulation. The course uses the Python programming language to explore media manipulation and transformation. Topics include spatial and temporal resolution, color, texture, filtering, compression and feature detection.","This course introduces the logical structure of digital media and explores computational media manipulation. The course uses the Python programming language to explore media manipulation and transformation. Topics include spatial and temporal resolution, color, texture, filtering, compression and feature detection.",40,3.1223474,3.6790864,1,p1028|p0697|p0478|p1050|p0699,Course Descriptions
p0697,Part 10: Majors and Courses,Course Descriptions,COMPSCI 208 Computer Graphics (4 credits),247,"This course offers an overview and history of computer graphics as well as an introduction to key software technologies and concepts. These include: coordinate systems and geometric transforms; drawing routines, antialiasing, supersampling; 3D object representation, spatial data structures, constructive solid geometry; hidden-surface-removal algorithms, z-buffer, A-buffer; illumination and shading models, surface details, radiosity; achromatic light, color specification, colorimetry, different color models; graphics pipeline; animation, levels of detail.","This course offers an overview and history of computer graphics as well as an introduction to key software technologies and concepts. These include: coordinate systems and geometric transforms; drawing routines, antialiasing, supersampling; 3D object representation, spatial data structures, constructive solid geometry; hidden-surface-removal algorithms, z-buffer, A-buffer; illumination and shading models, surface details, radiosity; achromatic light, color specification, colorimetry, different color models; graphics pipeline; animation, levels of detail.",66,2.8701742,3.9670217,1,p0694|p1050|p0699|p0925|p1028,Course Descriptions
p0698,Part 10: Majors and Courses,Course Descriptions,COMPSCI 301 Algorithms and Databases (4 credits),247,"This course covers sorting, order statistics, binary search, dynamic programming, greedy algorithms, graph algorithms, minimum spanning trees, shortest paths, SQL, file organization, hashing, sorting, query, schema, transaction management, concurrency control, rash recovery, distributed database, and database as a service.","This course covers sorting, order statistics, binary search, dynamic programming, greedy algorithms, graph algorithms, minimum spanning trees, shortest paths, SQL, file organization, hashing, sorting, query, schema, transaction management, concurrency control, rash recovery, distributed database, and database as a service.",39,2.0736585,4.657785,1,p0691|p0703|p0707|p0692|p0700,Course Descriptions
p0699,Part 10: Majors and Courses,Course Descriptions,COMPSCI 302 Computer Vision (4 credits),247,"This course covers image formation and representation, camera geometry and calibration, multiview geometry, stereo, 3D reconstruction from images, motion analysis, image segmentation, and object recognition.","This course covers image formation and representation, camera geometry and calibration, multiview geometry, stereo, 3D reconstruction from images, motion analysis, image segmentation, and object recognition.",25,2.874693,3.9961767,1,p0697|p1050|p1027|p0696|p0694,Course Descriptions
p0700,Part 10: Majors and Courses,Course Descriptions,COMPSCI 303 Search Engines (4 credits),247,"This course covers Boolean retrieval, dictionary, index, vector space model, score, query, XML, language model, text classification, clustering, and web search.","This course covers Boolean retrieval, dictionary, index, vector space model, score, query, XML, language model, text classification, clustering, and web search.",21,1.9853178,4.7512903,1,p0691|p0698|p0692|p0694|p0693,Course Descriptions
p0701,Part 10: Majors and Courses,Course Descriptions,COMPSCI 304 Speech Recognition (4 credits),247,"This course covers speech production and perception, feature extraction, template-based recognition, hidden Markov modeling, language model, sub-word units, robust recognition and applications.","This course covers speech production and perception, feature extraction, template-based recognition, hidden Markov modeling, language model, sub-word units, robust recognition and applications.",22,1.694707,4.73371,1,p1284|p1278|p0700|p0694|p1285,Course Descriptions
p0702,Part 10: Majors and Courses,Course Descriptions,COMPSCI 306 Introduction to Operating Systems (4 credits),248,"This course focuses on basic concepts and principles of multiprogrammed operating systems. Topics covered include: processes, interprocess communication, CPU scheduling, mutual exclusion, deadlocks, memory management, I/O devices, file systems, protection mechanisms..","This course focuses on basic concepts and principles of multiprogrammed operating systems. Topics covered include: processes, interprocess communication, CPU scheduling, mutual exclusion, deadlocks, memory management, I/O devices, file systems, protection mechanisms..",31,2.2607892,4.621412,1,p0694|p0707|p0698|p0476|p0691,Course Descriptions
p0703,Part 10: Majors and Courses,Course Descriptions,COMPSCI 308 Design and Analysis of Algorithms (4 credits),248,"This course focuses on the design and analysis of efficient algorithms including sorting, searching, dynamic programming, graph algorithms, fast multiplication, and others. It also includes nondeterministic algorithms and computationally hard problems.","This course focuses on the design and analysis of efficient algorithms including sorting, searching, dynamic programming, graph algorithms, fast multiplication, and others. It also includes nondeterministic algorithms and computationally hard problems.",31,1.9499665,4.7865224,1,p0698|p0692|p0691|p0994|p0693,Course Descriptions
p0704,Part 10: Majors and Courses,Course Descriptions,COMPSCI 310 Introduction to Databases (4 credits),248,"Databases and relational database management systems. Data modeling, database design theory, data definition and manipulation languages, storaging and indexing techniques, query processing and optimization, concurrency control and recovery, database programming interfaces. Current research issues including XML, web data management, data integration and dissemination, data mining. Hands-on programming projects and a term project.","Databases and relational database management systems. Data modeling, database design theory, data definition and manipulation languages, storaging and indexing techniques, query processing and optimization, concurrency control and recovery, database programming interfaces. Current research issues including XML, web data management, data integration and dissemination, data mining. Hands-on programming projects and a term project.",52,2.1113496,4.3986144,1,p0698|p0691|p0502|p1270|p0503,Course Descriptions
p0705,Part 10: Majors and Courses,Course Descriptions,COMPSCI 311 Computer Network Architecture (4 credits),248,"Introduces students to the fundamentals of computer networks. Focuses on layered architecture of the network protocol stack. Case studies will be drawn from the internet, combined with practical programming exercises. Concepts include the internet architecture, HTTP, DNS, P2P, sockets, TCP/IP, BGP, routing protocols, and wireless/mobile networking and their applications such as how to achieve reliable/secure communications over unreliable/insecure channels, how to find a good path through a network, how to share network resources among competing entities, how to find an object in the network, and how to build network applications.","Introduces students to the fundamentals of computer networks. Focuses on layered architecture of the network protocol stack. Case studies will be drawn from the internet, combined with practical programming exercises. Concepts include the internet architecture, HTTP, DNS, P2P, sockets, TCP/IP, BGP, routing protocols, and wireless/mobile networking and their applications such as how to achieve reliable/secure communications over unreliable/insecure channels, how to find a good path through a network, how to share network resources among competing entities, how to find an object in the network, and how to build network applications.",90,2.158764,4.6941495,1,p0691|p0694|p0707|p0766|p0475,Course Descriptions
p0706,Part 10: Majors and Courses,Course Descriptions,COMPSCI 320 Software Reliability (4 credits),249,"Topics to be covered: software reliability growth models, software failure data analytics, classical software fault tolerance techniques based on design diversity, novel software fault tolerance techniques based on environmental diversity, classification of software faults, software aging and rejuvenation, and software safety, security and survivability. Statistical methods used in this context, methods of predicting software availability during operation, prediction of time to failure and optimal times to rejuvenate will be discussed. Practical application of these ideas will also be presented via case studies of SDN open source software ONOS and ODL, NASA Satellite on-board software, Apache Webserver and Android operating system.","Topics to be covered: software reliability growth models, software failure data analytics, classical software fault tolerance techniques based on design diversity, novel software fault tolerance techniques based on environmental diversity, classification of software faults, software aging and rejuvenation, and software safety, security and survivability. Statistical methods used in this context, methods of predicting software availability during operation, prediction of time to failure and optimal times to rejuvenate will be discussed. Practical application of these ideas will also be presented via case studies of SDN open source software ONOS and ODL, NASA Satellite on-board software, Apache Webserver and Android operating system.",100,2.2613769,4.686126,1,p0702|p0193|p0707|p0990|p0303,Course Descriptions
p0707,Part 10: Majors and Courses,Course Descriptions,COMPSCI 401 Cloud Computing (4 credits),249,"This course covers cloud infrastructures, virtualization, distributed file system, software defined networks and storage, cloud storage, and programming models such as MapReduce and Spark.","This course covers cloud infrastructures, virtualization, distributed file system, software defined networks and storage, cloud storage, and programming models such as MapReduce and Spark.",24,2.195374,4.6481543,1,p0698|p0691|p0694|p0702|p1270,Course Descriptions
p0708,Part 10: Majors and Courses,Course Descriptions,COMPSCI 402 Artificial Intelligence (4 credits),249,"This course covers uninformed search, informed search, constraint satisfaction, classical planning, neural network, deep learning, hidden Markov model, Bayesian network, Markov decision process, reinforcement learning, active learning and game theory.","This course covers uninformed search, informed search, constraint satisfaction, classical planning, neural network, deep learning, hidden Markov model, Bayesian network, Markov decision process, reinforcement learning, active learning and game theory.",30,1.7960596,4.8127437,1,p0693|p1284|p1279|p1285|p0994,Course Descriptions
p0709,Part 10: Majors and Courses,Course Descriptions,CULANTH 101 Introduction to Cultural Anthropology (4 credits),250,"This course introduces the key concepts and debates within Cultural Anthropology with topics such as racism and essentialism, kinship, gender and sexuality, globalization, etc. In an age where debates addressing migration, robotics, genetic engineering, and ecological crises abound, questions about how humanity is experienced and defined have become more pertinent than ever before.","This course introduces the key concepts and debates within Cultural Anthropology with topics such as racism and essentialism, kinship, gender and sexuality, globalization, etc. In an age where debates addressing migration, robotics, genetic engineering, and ecological crises abound, questions about how humanity is experienced and defined have become more pertinent than ever before.",53,1.8220739,1.357501,5,p0734|p0888|p0611|p0718|p0721,Course Descriptions
p0710,Part 10: Majors and Courses,Course Descriptions,CULANTH 105 Sound in Everyday Life: Anthropological Perspectives (4 credits),250,"This course introduces students to the study of sound and sonic environments in urban spaces. Students will learn about theoretical approaches that approach sound and sonic landscapes as socially cultivated and study listening as a cultural practice. This course includes study of sound and music from different traditions around the world, recorded soundscapes (films, games, installations), built and ecological environments (parks, subways, streets, institutions, clubs, neighborhoods), the politics of making sound, and the history and use of sound technology (sound production, reproduction, reception, acoustic materials). This course introduces students to the study of noise in relation to public life, the representation of public life in sound, the shaping of city living practices by its acoustic architecture, and creative responses of sound in urban activist projects.","This course introduces students to the study of sound and sonic environments in urban spaces. Students will learn about theoretical approaches that approach sound and sonic landscapes as socially cultivated and study listening as a cultural practice. This course includes study of sound and music from different traditions around the world, recorded soundscapes (films, games, installations), built and ecological environments (parks, subways, streets, institutions, clubs, neighborhoods), the politics of making sound, and the history and use of sound technology (sound production, reproduction, reception, acoustic materials). This course introduces students to the study of noise in relation to public life, the representation of public life in sound, the shaping of city living practices by its acoustic architecture, and creative responses of sound in urban activist projects.",125,4.063041,1.655163,0,p0711|p0594|p0883|p1257|p0561,Course Descriptions
p0711,Part 10: Majors and Courses,Course Descriptions,CULANTH 105 Sound in Everyday Life: Anthropological Perspectives (4 credits),250,Students in this course will conduct their own fieldwork on urban soundscapes.,Students in this course will conduct their own fieldwork on urban soundscapes.,12,4.3946867,1.7162324,7,p0710|p1059|p0594|p1084|p0883,Course Descriptions
p0712,Part 10: Majors and Courses,Course Descriptions,"CULANTH 106 Home, House, and Housing: An Anthropological Exploration of Human Dwellings (4 credits)",250,"This course will explore the home as a site of attachment, the house as a place that emerged from social relationships, and housing an infrastructure whose construction is shaped by politicoeconomic forces. The interrelationship between the home, the house, and housing will be discussed. The course will cover contemporary issues of housing such as gentrification, segregation, and eviction. The course will provide broader and deeper understandings of the meanings of home and our relationship to the built environment.","This course will explore the home as a site of attachment, the house as a place that emerged from social relationships, and housing an infrastructure whose construction is shaped by politicoeconomic forces. The interrelationship between the home, the house, and housing will be discussed. The course will cover contemporary issues of housing such as gentrification, segregation, and eviction. The course will provide broader and deeper understandings of the meanings of home and our relationship to the built environment.",78,1.8375131,1.5035697,5,p0493|p0721|p1257|p1255|p0418,Course Descriptions
p0713,Part 10: Majors and Courses,Course Descriptions,CULANTH 201 New Media and Society (4 credits),250,"New media – ranging from the Internet to Twitter and Facebook, from informational networks to handheld devices – have in recent years drastically influenced the social relations for individual and communities, and have exerted profound influence on social, economic and political life. The course traces the development of new media, their relationship to previous modes of","New media – ranging from the Internet to Twitter and Facebook, from informational networks to handheld devices – have in recent years drastically influenced the social relations for individual and communities, and have exerted profound influence on social, economic and political life. The course traces the development of new media, their relationship to previous modes of",56,3.2914982,2.4997106,0,p0717|p1032|p0901|p0900|p1011,Course Descriptions
p0714,Part 10: Majors and Courses,Course Descriptions,CULANTH 201 New Media and Society (4 credits),251,"communication and transmission, and how digital technologies influence emerging and changing spheres of economic, political and social exchanges.","communication and transmission, and how digital technologies influence emerging and changing spheres of economic, political and social exchanges.",18,3.2143962,2.4495883,0,p0713|p0901|p1032|p0900|p1045,Course Descriptions
p0715,Part 10: Majors and Courses,Course Descriptions,CULANTH 206 The Ethnography of China: New Directions (4 credits),251,"The course provides a critical overview to the anthropology and ethnography of contemporary China. Beginning with the emergence of ethnology in China in the 1920s and 1930s, students will be introduced to some of the key figures in the pre-revolutionary period of China, and the key concepts, theories, and frameworks that emerged during this period in dialogue both with Soviet and British anthropology. The course then turns to the socialist period, and considers early Maoist approaches to the social sciences, and the state project to identify and classify China’s minority nationalities in the 1950s. The post- Mao reform era (1978 to the present) witnesses the globalization of China and the flourishing of a wide range of new kinds of ethnographic projects.","The course provides a critical overview to the anthropology and ethnography of contemporary China. Beginning with the emergence of ethnology in China in the 1920s and 1930s, students will be introduced to some of the key figures in the pre-revolutionary period of China, and the key concepts, theories, and frameworks that emerged during this period in dialogue both with Soviet and British anthropology. The course then turns to the socialist period, and considers early Maoist approaches to the social sciences, and the state project to identify and classify China’s minority nationalities in the 1950s. The post- Mao reform era (1978 to the present) witnesses the globalization of China and the flourishing of a wide range of new kinds of ethnographic projects.",121,3.6871028,-0.2023411,4,p0833|p0906|p0525|p0681|p0867,Course Descriptions
p0716,Part 10: Majors and Courses,Course Descriptions,CULANTH 206 The Ethnography of China: New Directions (4 credits),251,"This section of the course will pay particular attention to issues of transformations in class, gender, and ethnicity, the study of rural to urban migration, the anthropology of China’s urbanization, environmentalism, commodification and consumption, and the study of development in China’s ethnic border regions.","This section of the course will pay particular attention to issues of transformations in class, gender, and ethnicity, the study of rural to urban migration, the anthropology of China’s urbanization, environmentalism, commodification and consumption, and the study of development in China’s ethnic border regions.",44,3.0074792,0.24230641,4,p1188|p0728|p0494|p0715|p0740,Course Descriptions
p0717,Part 10: Majors and Courses,Course Descriptions,CULANTH 207 Cultures of New Media (4 credits),251,"This course is an anthropological examination of 'new media' - their varied forms and histories, how they are used and understood, and their meanings and effects within different communities of users. We will chart a number of technologies deemed 'new' in their day and the social meanings and communities that such technologies generated. We will also explore new media in domains of art and literature, as well as issues of race, gender, sexuality and how other indices of difference come to bear on new media and its use. Most course material will be drawn from anthropology, but will also draw on media studies, visual studies, cultural studies and critical theory, queer and gender theory, history and geography. Students will make use of the Duke library resource page for this class: http://guides.library.duke.edu/new_media.","This course is an anthropological examination of 'new media' - their varied forms and histories, how they are used and understood, and their meanings and effects within different communities of users. We will chart a number of technologies deemed 'new' in their day and the social meanings and communities that such technologies generated. We will also explore new media in domains of art and literature, as well as issues of race, gender, sexuality and how other indices of difference come to bear on new media and its use. Most course material will be drawn from anthropology, but will also draw on media studies, visual studies, cultural studies and critical theory, queer and gender theory, history and geography. Students will make use of the Duke library resource page for this class: http://guides.library.duke.edu/new_media.",131,3.4134722,2.4348142,0,p0713|p1011|p1032|p0901|p0895,Course Descriptions
p0718,Part 10: Majors and Courses,Course Descriptions,CULANTH 208 Global Migration and Ethics (4 credits),251,"This course examines the current scholarship on the anthropology and interdisciplinary study of global migration, and the ethical predicaments at center of contemporary forms of human mobility. Students will consider the particularities of migratory experiences in different regions of the world, and the different types of local, national, and global moral economies that emerge in these different places and histories. Particular attention will be focused on the political questions that arise when human compassion runs into conflict with the desire to preserve the cultural integrity of one's national identity. The course will draw on ethnographic texts, legal and policy materials, biographies, literature, film, and artistic responses to contemporary migration and refugee crises.","This course examines the current scholarship on the anthropology and interdisciplinary study of global migration, and the ethical predicaments at center of contemporary forms of human mobility. Students will consider the particularities of migratory experiences in different regions of the world, and the different types of local, national, and global moral economies that emerge in these different places and histories. Particular attention will be focused on the political questions that arise when human compassion runs into conflict with the desire to preserve the cultural integrity of one's national identity. The course will draw on ethnographic texts, legal and policy materials, biographies, literature, film, and artistic responses to contemporary migration and refugee crises.",112,2.0913532,0.88468707,5,p0734|p0938|p0733|p0960|p0542,Course Descriptions
p0719,Part 10: Majors and Courses,Course Descriptions,CULANTH 209 Globalization and Alternative-Globalizations (4 credits),251,"The course explores the culture, politics and process of globalization in light of the responses, ideologies, and practices of the anti-globalization movement. We will focus on the interrelationship","The course explores the culture, politics and process of globalization in light of the responses, ideologies, and practices of the anti-globalization movement. We will focus on the interrelationship",28,1.4309433,0.41618064,5,p0720|p1200|p0732|p0542|p0960,Course Descriptions
p0720,Part 10: Majors and Courses,Course Descriptions,CULANTH 209 Globalization and Alternative-Globalizations (4 credits),252,"between the analysis of globalization and policy formulation on such topics as social justice, radical environmentalism, animal rights, labor, migration, poverty, natural resource management, religion and citizenship. Special attention will be focused on the role of social media, film, and photography in antiand alternative globalization movements. Case studies from the United States, Latin America, South and East Asia, Africa, and Europe will be explored.","between the analysis of globalization and policy formulation on such topics as social justice, radical environmentalism, animal rights, labor, migration, poverty, natural resource management, religion and citizenship. Special attention will be focused on the role of social media, film, and photography in antiand alternative globalization movements. Case studies from the United States, Latin America, South and East Asia, Africa, and Europe will be explored.",64,1.4230468,0.4622653,5,p0719|p1200|p1196|p0542|p0960,Course Descriptions
p0721,Part 10: Majors and Courses,Course Descriptions,"CULANTH 211 Gender, Mobility and Labor (4 credits)",252,"This course takes students on a journey into the worlds of gender, labor, and mobility as they intersect in dynamic and intimate ways. Topics include: exploration the concept of gender by using anthropological and sociological theories; examination of foundational concepts in political economy, including the state, the family firm, class, labor, migration and accumulation; ethnographic case studies on factory labor, housework, sex work, the service industry and IT work across Asia, Europe, and North America; analyzing how historical and contemporary pressures of industrialization, urbanization, uneven development, and information technology challenge our assumptions about gendered labor and migration; how care work, domestic labor, intimacy, and affect do not fit singularly into cultural categories of feminine versus masculine; public versus private; or individual versus collective domains.","This course takes students on a journey into the worlds of gender, labor, and mobility as they intersect in dynamic and intimate ways. Topics include: exploration the concept of gender by using anthropological and sociological theories; examination of foundational concepts in political economy, including the state, the family firm, class, labor, migration and accumulation; ethnographic case studies on factory labor, housework, sex work, the service industry and IT work across Asia, Europe, and North America; analyzing how historical and contemporary pressures of industrialization, urbanization, uneven development, and information technology challenge our assumptions about gendered labor and migration; how care work, domestic labor, intimacy, and affect do not fit singularly into cultural categories of feminine versus masculine; public versus private; or individual versus collective domains.",124,1.8238237,1.1632797,5,p0919|p0734|p1261|p0709|p1265,Course Descriptions
p0722,Part 10: Majors and Courses,Course Descriptions,CULANTH 214 Authoritarianism and the Struggle for Democracy in Latin America (4 credits),252,"This subject explores the precarious balance between the ideal of democracy and histories of authoritarianism in Latin America. Using case studies from different historical contexts, the class examines continuities and ruptures in Latin American political history, and the cultural contexts in which populisms of the left or right, and authoritarian regimes, emerge or recede. This subject encourages students to consider political theory in relation to historical and cultural specificity. Key questions addressed include; what political cultures are associated with democratic, authoritarian and populist forms of rule? What role do struggles over memories of authoritarian pasts play in contemporary democracies? How do democracies evolve into dictatorships, and dictatorships into democracies? Previous study of international relations is helpful, but not required.","This subject explores the precarious balance between the ideal of democracy and histories of authoritarianism in Latin America. Using case studies from different historical contexts, the class examines continuities and ruptures in Latin American political history, and the cultural contexts in which populisms of the left or right, and authoritarian regimes, emerge or recede. This subject encourages students to consider political theory in relation to historical and cultural specificity. Key questions addressed include; what political cultures are associated with democratic, authoritarian and populist forms of rule? What role do struggles over memories of authoritarian pasts play in contemporary democracies? How do democracies evolve into dictatorships, and dictatorships into democracies? Previous study of international relations is helpful, but not required.",119,1.5597388,0.85508883,5,p1160|p0495|p1199|p1156|p1159,Course Descriptions
p0723,Part 10: Majors and Courses,Course Descriptions,CULANTH 302 Field Methods (4 credits),252,"This course explores the history and practice of ethnographic field research and engages central debates about ethnographic method. The readings prompt deeper reflection on doing field research, and challenges students to think about anthropological ways of knowing. Students will be required to carry out field research, define and design a project, recording (through field notes or other methods) every step of the way. This is thus a writingand field research-intensive course. It is organized into several practical components—constituting “the field,” participant-observation (“deep hanging out”), interviewing, and writing up findings. Students will get the chance to put several key methods into practice —analyzing spaces, collecting life histories, doing semistructured interviews and conducting participant-observation. Students will also have the option to experiment with other methods of collecting data, including the use of photography or digital video.","This course explores the history and practice of ethnographic field research and engages central debates about ethnographic method. The readings prompt deeper reflection on doing field research, and challenges students to think about anthropological ways of knowing. Students will be required to carry out field research, define and design a project, recording (through field notes or other methods) every step of the way. This is thus a writingand field research-intensive course. It is organized into several practical components—constituting “the field,” participant-observation (“deep hanging out”), interviewing, and writing up findings. Students will get the chance to put several key methods into practice —analyzing spaces, collecting life histories, doing semistructured interviews and conducting participant-observation. Students will also have the option to experiment with other methods of collecting data, including the use of photography or digital video.",134,3.2013514,1.9373493,0,p1013|p0887|p0941|p1035|p0717,Course Descriptions
p0724,Part 10: Majors and Courses,Course Descriptions,"CULANTH 303 Politics of Food: Land, Labor, Health, and Economics (4 credits)",253,"Explores the food system through fieldwork, study, and guest lectures that include farmers, nutritionists, sustainable agriculture advocates, rural organizers, and farmworker activists. Examines how food is produced, seeks to identify and understand its workers and working conditions in fields and factories, and, using documentary research conducted in the field and other means, unpacks the major current issues in the food justice arena globally and locally. Fieldwork required, but no advanced technological experience necessary. At least one group field trip, perhaps to a local farm or farmers market, required.","Explores the food system through fieldwork, study, and guest lectures that include farmers, nutritionists, sustainable agriculture advocates, rural organizers, and farmworker activists. Examines how food is produced, seeks to identify and understand its workers and working conditions in fields and factories, and, using documentary research conducted in the field and other means, unpacks the major current issues in the food justice arena globally and locally. Fieldwork required, but no advanced technological experience necessary. At least one group field trip, perhaps to a local farm or farmers market, required.",88,1.9260309,0.97383726,5,p0894|p0723|p0631|p0919|p0624,Course Descriptions
p0725,Part 10: Majors and Courses,Course Descriptions,CULANTH 304 The Anthropology of Doing Good: China and Beyond (4 credits),253,"This course explores the intersection of neoliberalism, development and humanitarianism, largely from the perspective of cultural anthropology and the social studies of development. We often think of development as the betterment of mankind and as overall progress. Personal, economic, or otherwise, we tend to view development as a positive process. This course is meant to question widespread assumptions about development. How has development become a discourse and a practice of power since the 1940s? Why do many observers see development as a neocolonial phenomenon? Is development mitigating the domination of the “first world” on the “third world,” or is it contributing to it? How have development agencies evolved and responded to critiques over time?","This course explores the intersection of neoliberalism, development and humanitarianism, largely from the perspective of cultural anthropology and the social studies of development. We often think of development as the betterment of mankind and as overall progress. Personal, economic, or otherwise, we tend to view development as a positive process. This course is meant to question widespread assumptions about development. How has development become a discourse and a practice of power since the 1940s? Why do many observers see development as a neocolonial phenomenon? Is development mitigating the domination of the “first world” on the “third world,” or is it contributing to it? How have development agencies evolved and responded to critiques over time?",114,1.254304,1.0399821,5,p1137|p0727|p1213|p1068|p0875,Course Descriptions
p0726,Part 10: Majors and Courses,Course Descriptions,CULANTH 304 The Anthropology of Doing Good: China and Beyond (4 credits),253,"We will pay close attention to the social relations that constitute and inform the relations, rights and obligations that exist between wealthy and the poor, including China, the US, and many other countries.","We will pay close attention to the social relations that constitute and inform the relations, rights and obligations that exist between wealthy and the poor, including China, the US, and many other countries.",33,2.7804565,-0.24948105,5,p1164|p1146|p1133|p0740|p0903,Course Descriptions
